,ARTIST,SONG,FORM,LANGUAGE,YEAR,DECADE,VIEWS YOUTUBE,DATE & HOUR,GROUP HOUR,SHOW,NEWS SERVICE,STATION
465,Syro,Acordar,Artist Male,PT,2020,2020,4083309.0,2021-07-12 12:13:00,12,Playlist,1,RFM
466,The Killers,Human,Band,EN,2008,2000,150184565.0,2021-07-12 12:16:00,12,Playlist,1,RFM
467,Calema,Te amo,Artist Male,PT,2020,2020,36740404.0,2021-07-12 12:20:00,12,Playlist,1,RFM
468,4 Non Blondes,What's up,Band,EN,1993,1990,,2021-07-12 12:24:00,12,Playlist,1,RFM
469,Vanessa da Mata ft. Ben Harper,"Boa sorte, good luck",Colab,PT,2007,2000,20157422.0,2021-07-12 12:28:00,12,Playlist,1,RFM
470,Shawn Mendes,In my blood,Artist Male,EN,2018,2010,,2021-07-12 12:32:00,12,Playlist,1,RFM
471,"Justin Bieber ft. Daniel Caesar, Giveon",Peaches,Colab,EN,2021,2020,,2021-07-12 12:40:00,12,Playlist,1,RFM
472,Giulia Be ft. Luan Santana,Inesquecível,Colab,PT,2020,2020,41438425.0,2021-07-12 12:43:00,12,Playlist,1,RFM
473,Sam Smith,Diamonds,Artist Male,EN,2020,2020,93891964.0,2021-07-12 12:46:00,12,Playlist,1,RFM
474,The Weeknd,Blinding lights,Artist Male,EN,2020,2020,,2021-07-12 12:56:00,12,Playlist,1,RFM
475,Fire Inc.,Nowhere Fast,Band,EN,1984,1980,1625571.0,2021-07-12 12:59:00,12,Playlist,1,RFM
476,Beatriz Rosário,Ficamos por aqui,Artist Female,PT,2021,2020,,2021-07-12 13:02:00,13,Playlist,1,RFM
477,Imagine Dragons,Follow you,Band,EN,2021,2020,,2021-07-12 13:06:00,13,Playlist,1,RFM
478,Calema,Vai,Artist Male,PT,2017,2010,64982796.0,2021-07-12 13:09:00,13,Playlist,1,RFM
479,Coldplay,A sky full of stars,Band,EN,2014,2010,,2021-07-12 13:14:00,13,Playlist,1,RFM
480,Irene Cara,Flashdance... what a feeling,Artist Female,EN,1983,1980,,2021-07-12 13:18:00,13,Playlist,1,RFM
481,Nena,Portas do sol,Artist Female,PT,2020,2020,,2021-07-12 13:21:00,13,Playlist,1,RFM
482,Eric Prydz,Call on me,Artist Male,EN,2004,2000,,2021-07-12 13:26:00,13,Playlist,1,RFM
483,Anselmo Ralph,O fim do mundo,Artist Male,PT,2020,2020,3150356.0,2021-07-12 13:28:00,13,Playlist,1,RFM
484,Zoe Wees,Control,Artist Female,EN,2021,2020,,2021-07-12 13:35:00,13,Playlist,1,RFM
485,Syro,Casa,Artist Male,PT,2021,2020,,2021-07-12 13:38:00,13,Playlist,1,RFM
486,Justin Welligton,Iko iko,Artist Male,EN,2019,2010,26612049.0,2021-07-12 13:42:00,13,Playlist,1,RFM
487,Maroon 5 ft. Megan Thee Stallion,Beautiful mistakes,Colab,EN,2021,2020,,2021-07-12 13:44:00,13,Playlist,1,RFM
488,"Riton ft. Nightcrawlers, Mufasa e Hyperman",Friday,Colab,EN,2021,2020,,2021-07-12 13:54:00,13,Playlist,1,RFM
489,Imagine Dragons,Thunder,Band,EN,2017,2010,,2021-07-12 13:56:00,13,Playlist,1,RFM
490,Nininho Vaz Maia,Pega-te a mim,Artist Male,PT,2021,2020,,2021-07-12 13:59:00,13,Playlist,1,RFM
491,"Martin Garrix ft. Bono, The Edge",We are the people,Colab,EN,2021,2020,,2021-07-12 14:02:00,14,Playlist,1,RFM
492,John Mellencamp,Hurts So Good,Artist Male,EN,1982,1980,26389312.0,2021-07-12 14:05:00,14,Playlist,1,RFM
493,Noble,Beautiful,Artist Male,PT,2021,2020,1346925.0,2021-07-12 14:09:00,14,Playlist,1,RFM
494,David Guetta,Memories (version 2021),Artist Male,EN,2021,2020,,2021-07-12 14:12:00,14,Playlist,1,RFM
495,HMB,Peito,Artist Male,PT,2017,2010,,2021-07-12 14:15:00,14,Playlist,1,RFM
496,Mike Posner,I took a pill in ibiza,Artist Male,EN,2016,2010,,2021-07-12 14:19:00,14,Playlist,1,RFM
497,"ATB ft. Topic, A7S",Your love (9PM),Colab,EN,2021,2020,,2021-07-12 14:23:00,14,Playlist,1,RFM
498,Carlão,Assobia para o lado,Artist Male,PT,2020,2020,,2021-07-12 14:26:00,14,Playlist,1,RFM
499,Bryan Adams,Summer of 69,Artist Male,EN,1984,1980,,2021-07-12 14:29:00,14,Playlist,1,RFM
500,Joel Corry ft. MNEK,Head & heart,Colab,EN,2020,2020,,2021-07-12 14:32:00,14,Playlist,1,RFM
501,Matias Damásio ft. Heber,Loucos,Colab,PT,2015,2010,,2021-07-12 14:35:00,14,Playlist,1,RFM
502,Lightouse Family,Free,Band,EN,2002,2000,,2021-07-12 14:38:00,14,Playlist,1,RFM
503,"Major Lazer ft. Fia, Labrinth",Titans,Colab,EN,2020,2020,,2021-07-12 14:43:00,14,Playlist,1,RFM
504,Justin Bieber ft. Benny Blanco,Lonely,Colab,EN,2020,2020,,2021-07-12 14:55:00,14,Playlist,1,RFM
505,Amor Electro,Rosa sangue,Band,PT,2011,2010,,2021-07-12 14:57:00,14,Playlist,1,RFM
506,Madonna,Like a prayer,Artist Female,EN,1989,1980,,2021-07-12 15:01:00,15,Playlist,1,RFM
507,Flo Rida,Club can't handle me,Artist Male,EN,2010,2010,375691193.0,2021-07-12 15:06:00,15,Playlist,1,RFM
508,Nuno Ribeiro ft. Ainoa Buitrago,Por ti,Colab,PT,2020,2020,,2021-07-12 15:09:00,15,Playlist,1,RFM
509,Pink ft. Willow Sage Heart,Cover me in sunshine,Colab,EN,2021,2020,42677453.0,2021-07-12 15:13:00,15,Playlist,1,RFM
510,Rony Fuego,Bem disposto,Artist Male,PT,2020,2020,,2021-07-12 15:15:00,15,Playlist,1,RFM
511,Topic ft. A7S,Breaking me,Colab,EN,2019,2010,169520510.0,2021-07-12 15:19:00,15,Playlist,1,RFM
512,Enrique Iglesias ft. Pitbull,Duele el corazon,Colab,ES,2016,2010,,2021-07-12 15:22:00,15,Playlist,1,RFM
513,Bryan Adams ft. Melanie C.,When you're gone,Colab,EN,1998,1990,,2021-07-12 15:25:00,15,Playlist,1,RFM
514,The Weeknd,Save your tears,Artist Male,EN,2020,2020,442823420.0,2021-07-12 15:34:00,15,Playlist,1,RFM
515,Valas ft. Raquel Tavares,Estradas no céu,Colab,PT,2018,2010,,2021-07-12 15:38:00,15,Playlist,1,RFM
516,"Joel Corry ft. Raye, David Guetta",Bed,Colab,EN,2021,2020,,2021-07-12 15:43:00,15,Playlist,1,RFM
517,Safri Duo,Played Alive,Band,EN,2001,2000,,2021-07-12 15:46:00,15,Playlist,1,RFM
518,"Justin Bieber ft. Daniel Caesar, Giveon",Peaches,Colab,EN,2021,2020,,2021-07-12 15:55:00,15,Playlist,1,RFM
519,Sia ft. Kendrick Lamar,The greatest,Colab,EN,2016,2010,,2021-07-12 15:59:00,15,Playlist,1,RFM
520,Agir ft. Fernando Daniel,Sem ti,Colab,PT,2020,2020,,2021-07-12 16:02:00,16,Playlist,1,RFM
521,Tiesto,The business,Artist Male,EN,2020,2020,,2021-07-12 16:05:00,16,Playlist,1,RFM
522,Virgul,I need this girl,Artist Male,PT,2020,2020,,2021-07-12 16:08:00,16,Playlist,1,RFM
523,Master KG ft. Nomcebo Zikode,Jerusalema,Colab,EN,2020,2020,423351001.0,2021-07-12 16:12:00,16,Playlist,1,RFM
524,Smashing Pumpkins,1979,Band,EN,1995,1990,,2021-07-12 16:15:00,16,Playlist,1,RFM
525,Maroon 5,Memories,Band,EN,2021,2020,747211450.0,2021-07-12 16:18:00,16,Playlist,1,RFM
526,Natiruts ft. Mónica Ferraz,"Sorri, Sou Rei",Colab,PT,2013,2010,1545065.0,2021-07-12 16:21:00,16,Playlist,1,RFM
527,Black Eyed Peas,Where is the love,Band,EN,2003,2000,,2021-07-12 16:26:00,16,Playlist,1,RFM
528,Twocolors,Lovefool,Band,EN,2020,2020,,2021-07-12 16:35:00,16,Playlist,1,RFM
529,Calema,Te amo,Artist Male,PT,2020,2020,36740404.0,2021-07-12 16:37:00,16,Playlist,1,RFM
530,Zoe Wees,Control,Artist Female,EN,2021,2020,,2021-07-12 16:42:00,16,Playlist,1,RFM
531,Coldplay,Higher power,Band,EN,2021,2020,,2021-07-12 16:46:00,16,Playlist,1,RFM
532,The Weeknd,In your eyes,Artist Male,EN,2020,2020,97839200.0,2021-07-12 16:58:00,16,Playlist,1,RFM
533,Expensive Soul,Eu não sei,Band,PT,2004,2000,,2021-07-12 17:02:00,17,Playlist,1,RFM
534,Ace of base,All that she wants,Band,EN,1992,1990,,2021-07-12 17:06:00,17,Playlist,1,RFM
535,Nico & Vinz,Am i wrong,Colab,EN,2013,2010,500061056.0,2021-07-12 17:09:00,17,Playlist,1,RFM
536,Beatriz Rosário,Ficamos por aqui,Artist Female,PT,2021,2020,,2021-07-12 17:13:00,17,Playlist,1,RFM
537,Silk Sonic,Leave the door open,Band,EN,2021,2020,334722364.0,2021-07-12 17:16:00,17,Playlist,1,RFM
538,Giulia Be ft. Luan Santana,inesquecível,Colab,PT,2020,2020,41438425.0,2021-07-12 17:19:00,17,Playlist,1,RFM
539,Surf Mesa ft. Emilee,Ily (i love you baby),Colab,EN,2019,2010,,2021-07-12 17:22:00,17,Playlist,1,RFM
540,DJ Snake ft. Justin Bieber,Taki Taki,Colab,EN,2019,2010,,2021-07-12 17:26:00,17,Playlist,1,RFM
541,Kygo ft. Whitney Houston,Higher love,Colab,EN,2019,2010,143312295.0,2021-07-12 17:29:00,17,Playlist,1,RFM
542,"Riton ft. Nightcrawlers, Mufasa e Hyperman",Friday,Colab,EN,2021,2020,,2021-07-12 17:40:00,17,Playlist,1,RFM
543,Amor Electro,Procura por mim,Band,PT,2018,2010,4454441.0,2021-07-12 17:43:00,17,Playlist,1,RFM
544,Imagine Dragons,Follow you,Band,EN,2021,2020,,2021-07-12 17:47:00,17,Playlist,1,RFM
545,"ATB ft. Topic, A7S",Your love (9PM),Colab,EN,2021,2020,,2021-07-12 17:59:00,17,Playlist,1,RFM
546,Robin Thicke ft. Pharrell Williams,Blurred lines,Colab,EN,2013,2010,,2021-07-12 18:01:00,18,Playlist,1,RFM
547,Syro,Acordar,Artist Male,PT,2020,2020,4083309.0,2021-07-12 18:05:00,18,Playlist,1,RFM
548,Justin Welligton,Iko iko,Artist Male,EN,2019,2010,26612049.0,2021-07-12 18:08:00,18,Playlist,1,RFM
549,Michael Jackson,Black or white,Artist Male,EN,1991,1990,,2021-07-12 18:11:00,18,Playlist,1,RFM
550,Diogo Piçarra ft. Bispo,Monarquia,Colab,PT,2021,2020,,2021-07-12 18:15:00,18,Playlist,1,RFM
551,Robin Schulz ft. Wes,Alane,Colab,EN,2020,2020,,2021-07-12 18:18:00,18,Playlist,1,RFM
552,Tribalistas,Velha infância,Band,PT,2002,2000,2606370.0,2021-07-12 18:21:00,18,Playlist,1,RFM
553,Lost Frequencies ft. Janieck Devy,Reality,Colab,EN,2015,2010,,2021-07-12 18:24:00,18,Playlist,1,RFM
554,The Weeknd,Save your tears,Artist Male,EN,2020,2020,442823420.0,2021-07-12 18:26:00,18,Playlist,1,RFM
555,Nena,Portas do sol,Artist Female,PT,2020,2020,,2021-07-12 18:30:00,18,Playlist,1,RFM
556,Survivor,Eye of the tiger,Band,EN,1982,1980,,2021-07-12 18:34:00,18,Playlist,1,RFM
557,Maluma,Hawai,Artist Male,ES,2020,2020,,2021-07-12 18:37:00,18,Playlist,1,RFM
558,Matias Damásio,O nosso beijo,Artist Male,PT,2021,2020,,2021-07-12 18:40:00,18,Playlist,1,RFM
559,Nickelback,Rockstar,Band,EN,2005,2000,,2021-07-12 18:44:00,18,Playlist,1,RFM
560,Jawsh 685 ft. Jason Derulo,Savage love,Colab,EN,2020,2020,,2021-07-12 18:58:00,18,Playlist,1,RFM
561,Noble,Honey,Artist Male,PT,2019,2010,,2021-07-12 19:01:00,19,Playlist,1,RFM
562,Ellie Goulding,Burn,Artist Female,EN,2013,2010,,2021-07-12 19:05:00,19,Playlist,1,RFM
563,Nininho Vaz Maia,Pega-te a mim,Artist Male,PT,2021,2020,,2021-07-12 19:09:00,19,Playlist,1,RFM
564,UB40,Red red wine,Band,EN,1983,1980,156423334.0,2021-07-12 19:11:00,19,Playlist,1,RFM
565,"Martin Garrix ft. Bono, The Edge",We are the people,Colab,EN,2021,2020,,2021-07-12 19:14:00,19,Playlist,1,RFM
566,Anselmo Ralph,O fim do mundo,Artist Male,PT,2020,2020,3150356.0,2021-07-12 19:17:00,19,Playlist,1,RFM
567,R3hab ft. Gattuso,Creep (clean remix),Colab,EN,2020,2020,,2021-07-12 19:20:00,19,Playlist,1,RFM
568,Calvin Harris ft. Dua Lipa,One kiss,Colab,EN,2018,2010,,2021-07-12 19:23:00,19,Playlist,1,RFM
569,Aurea,I didn't mean it,Artist Female,PT,2016,2010,,2021-07-12 19:27:00,19,Playlist,1,RFM
570,"Justin Bieber ft. Daniel Caesar, Giveon",Peaches,Colab,EN,2021,2020,,2021-07-12 19:36:00,19,Playlist,1,RFM
571,Carlão,Assobia para o lado,Artist Male,PT,2020,2020,,2021-07-12 19:39:00,19,Playlist,1,RFM
572,Pink ft. Willow Sage Heart,Cover me in sunshine,Colab,EN,2021,2020,42677453.0,2021-07-12 19:42:00,19,Playlist,1,RFM
573,Rihanna ,Umbrella,Artist Female,EN,2008,2000,,2021-07-12 19:44:00,19,Playlist,1,RFM
574,Maroon 5 ft. Megan Thee Stallion,Beautiful Mistakes,Colab,EN,2021,2020,,2021-07-12 19:48:00,19,Playlist,1,RFM
575,Zoe Wees,Control,Artist Female,EN,2021,2020,,2021-07-12 19:58:00,19,Playlist,1,RFM
576,Matt Simons,We can do better,Artist Male,EN,2018,2010,,2021-07-12 20:04:00,20,Wi-fi,1,RFM
577,Noble,Beautiful,Artist Male,PT,2021,2020,1346925.0,2021-07-12 20:07:00,20,Wi-fi,1,RFM
578,"Joel Corry ft. Raye, David Guetta",Bed,Colab,EN,2021,2020,,2021-07-12 20:12:00,20,Wi-fi,1,RFM
579,Justin Timberlake,What goes around... comes around,Artist Male,EN,2006,2000,,2021-07-12 20:15:00,20,Wi-fi,1,RFM
580,"Riton ft. Nightcrawlers, Mufasa e Hyperman",Friday,Colab,EN,2021,2020,,2021-07-12 20:19:00,20,Wi-fi,1,RFM
581,Agir,Minha flor,Artist Male,PT,2018,2010,,2021-07-12 20:23:00,20,Wi-fi,1,RFM
582,Sam Smith,Diamonds,Artist Male,EN,2020,2020,93891964.0,2021-07-12 20:27:00,20,Wi-fi,1,RFM
583,Lady Gaga,Poker face,Artist Female,EN,2008,2000,,2021-07-12 20:35:00,20,Wi-fi,1,RFM
584,The Weeknd,Blinding lights,Artist Male,EN,2020,2020,,2021-07-12 20:43:00,20,Wi-fi,1,RFM
585,Rony Fuego,Bem disposto,Artist Male,PT,2020,2020,,2021-07-12 20:51:00,20,Wi-fi,1,RFM
586,Raye ft. Rudimental,Regardless,Colab,EN,2020,2020,9647220.0,2021-07-12 21:00:00,21,Wi-fi,1,RFM
587,Calema,Te amo,Artist Male,PT,2020,2020,36740404.0,2021-07-12 21:03:00,21,Wi-fi,1,RFM
588,Tiesto,The business,Artist Male,EN,2020,2020,,2021-07-12 21:17:00,21,Wi-fi,1,RFM
589,Syro,Casa,Artist Male,PT,2021,2020,,2021-07-12 21:19:00,21,Wi-fi,1,RFM
590,David Guetta,Memories (remix 2021),Artist Male,EN,2021,2020,,2021-07-12 21:36:00,21,Wi-fi,1,RFM
591,Maroon 5 ft. Christina Aguilera,Moves like jagger,Colab,EN,2010,2010,,2021-07-12 21:40:00,21,Wi-fi,1,RFM
592,"ATB ft. Topic, A7S",Your love (9PM),Colab,EN,2021,2020,,2021-07-12 21:47:00,21,Wi-fi,1,RFM
593,Lewis Capaldi,Before you go,Artist Male,EN,2019,2010,,2021-07-12 22:03:00,22,Oceano Pacífico,1,RFM
594,Rui Veloso,Porto Covo,Artist Male,PT,1987,1980,,2021-07-12 22:06:00,22,Oceano Pacífico,1,RFM
595,Heart,These dreams,Band,EN,1985,1980,,2021-07-12 22:10:00,22,Oceano Pacífico,1,RFM
596,Alessia Cara,Scars to your beautiful,Artist Female,EN,2015,2010,,2021-07-12 22:14:00,22,Oceano Pacífico,1,RFM
597,Calema,A nossa vez,Artist Male,PT,2017,2010,,2021-07-12 22:17:00,22,Oceano Pacífico,1,RFM
598,Taylor Swift,Delicate,Artist Female,EN,2017,2010,,2021-07-12 22:21:00,22,Oceano Pacífico,1,RFM
599,Joe Cocker,Night calls,Artist Male,EN,1991,1990,,2021-07-12 22:24:00,22,Oceano Pacífico,1,RFM
600,Diogo Piçarra ft. Bispo,Monarquia,Colab,PT,2021,2020,,2021-07-12 22:28:00,22,Oceano Pacífico,1,RFM
601,Beyonce,Halo,Artist Female,EN,2008,2000,,2021-07-12 22:31:00,22,Oceano Pacífico,1,RFM
602,Heights,How do you talk to an angel,Band,EN,1992,1990,,2021-07-12 22:35:00,22,Oceano Pacífico,1,RFM
603,Dan ft. Shay,Speechless,Colab,EN,2018,2010,,2021-07-12 22:39:00,22,Oceano Pacífico,1,RFM
604,Colbie Caillat,Realize,Artist Female,EN,2007,2000,,2021-07-12 22:43:00,22,Oceano Pacífico,1,RFM
605,Michael Buble,Home,Artist Male,EN,2005,2000,,2021-07-12 22:47:00,22,Oceano Pacífico,1,RFM
606,Agir,Como ela é bela,Artist Male,PT,2008,2000,,2021-07-12 22:50:00,22,Oceano Pacífico,1,RFM
607,Dean Lewis,Stay Awake,Artist Male,EN,2019,2010,,2021-07-12 22:58:00,22,Oceano Pacífico,1,RFM
608,Ana Bacalhau ft. Diogo Piçarra,O erro mais bonito,Colab,PT,2019,2010,,2021-07-12 23:01:00,23,Oceano Pacífico,1,RFM
609,Coldplay,Trouble,Band,EN,2000,2000,,2021-07-12 23:04:00,23,Oceano Pacífico,1,RFM
610,Alec Benjamin,Let me down slowly,Artist Male,EN,2018,2010,,2021-07-12 23:08:00,23,Oceano Pacífico,1,RFM
611,Ana Vilela ft. David Carreira,Trem bala,Colab,PT,2020,2020,,2021-07-12 23:14:00,23,Oceano Pacífico,1,RFM
612,Jay Sean,Ride It,Artist Male,EN,2008,2000,,2021-07-12 23:17:00,23,Oceano Pacífico,1,RFM
613,Ed Sheeran,Castle on the hill,Artist Male,EN,2017,2010,,2021-07-12 23:21:00,23,Oceano Pacífico,1,RFM
614,Faith Hill,There you'll be,Artist Female,EN,2001,2000,,2021-07-12 23:25:00,23,Oceano Pacífico,1,RFM
615,Fernando Daniel ft. Melim,Se eu,Colab,PT,2020,2020,,2021-07-12 23:28:00,23,Oceano Pacífico,1,RFM
616,Sam Smith,How do you sleep,Artist Male,EN,2020,2020,,2021-07-12 23:32:00,23,Oceano Pacífico,1,RFM
617,Bárbara Bandeira,Nós os dois,Artist Female,PT,2019,2010,,2021-07-12 23:35:00,23,Oceano Pacífico,1,RFM
618,Adele,When we were young,Artist Female,EN,2015,2010,,2021-07-12 23:38:00,23,Oceano Pacífico,1,RFM
619,Mariah Carey,Hero,Artist Female,EN,1993,1990,,2021-07-12 23:43:00,23,Oceano Pacífico,1,RFM
620,Niall Horan,This town,Artist Male,EN,2017,2010,,2021-07-12 23:47:00,23,Oceano Pacífico,1,RFM
621,Bárbara Tinoco,Sei lá,Artist Female,PT,2019,2010,,2021-07-12 23:51:00,23,Oceano Pacífico,1,RFM
622,3 Doors Down,Here without you,Band,EN,2003,2000,652474553.0,2021-07-12 23:57:00,23,Oceano Pacífico,1,RFM
623,USA for Africa,We Are the World,Band,EN,1985,1980,,2021-07-12 00:00:00,0,Playlist,0,M80
624,Radar Kadafi,40º à Sombra,Band,PT,1987,1980,,2021-07-12 00:04:00,0,Playlist,0,M80
625,Vaya con Dios,Nah Neh Nah,Band,EN,1990,1990,,2021-07-12 00:10:00,0,Playlist,0,M80
626,Ar de Rock,Paixão,Band,PT,2010,2010,,2021-07-12 00:13:00,0,Playlist,0,M80
627,Dire Straits,Sultans of Swing,Band,EN,1978,1970,,2021-07-12 00:16:00,0,Playlist,0,M80
628,Susana Félix,Mais Olhos (Que Barriga),Artist Female,PT,1999,1990,,2021-07-12 00:21:00,0,Playlist,0,M80
629,Scorpions,You and I,Band,EN,1996,1990,,2021-07-12 00:27:00,0,Playlist,0,M80
630,Primitive Reason,Seven Fingered Friend,Band,PT,1996,1990,,2021-07-12 00:30:00,0,Playlist,0,M80
631,Prefab Sprout,Cars and Girls,Band,EN,1988,1980,,2021-07-12 00:34:00,0,Playlist,0,M80
632,Ala dos Namorados,Loucos de Lisboa,Band,PT,1994,1990,,2021-07-12 00:38:00,0,Playlist,0,M80
633,Survivor,Eye of the Tiger,Band,EN,1982,1980,,2021-07-12 00:43:00,0,Playlist,0,M80
634,Natiruts ft. Mónica Ferraz,"Sorri, Sou Rei",Colab,PT,2009,2000,1545065.0,2021-07-12 00:47:00,0,Playlist,0,M80
635,Amy MacDonald,This Is the Life,Artist Female,EN,2007,2000,,2021-07-12 00:50:00,0,Playlist,0,M80
636,Paulo Gonzo,Ser Suspeito,Artist Male,PT,1998,1990,,2021-07-12 00:55:00,0,Playlist,0,M80
637,Billy Idol,Hot in the City,Artist Male,EN,1982,1980,,2021-07-12 00:58:00,0,Playlist,0,M80
638,UHF,Rua do Carmo,Band,PT,1981,1980,724435.0,2021-07-12 01:01:00,1,Playlist,0,M80
639,Charles & Eddie,Would I Lie to You?,Band,EN,1992,1990,,2021-07-12 01:06:00,1,Playlist,0,M80
640,GNR,Morte ao Sol,Band,PT,1989,1980,,2021-07-12 01:09:00,1,Playlist,0,M80
641,Bob Marley,"No Woman, No Cry",Artist Male,EN,1974,1970,,2021-07-12 01:13:00,1,Playlist,0,M80
642,António Variações,Estou Além,Artist Male,PT,1983,1980,,2021-07-12 01:17:00,1,Playlist,0,M80
643,Michael Bolton,Said I Loved You... But I Lied,Artist Male,EN,1993,1990,175138732.0,2021-07-12 01:21:00,1,Playlist,0,M80
644,Taxi,É-me Igual,Band,PT,1981,1980,,2021-07-12 01:25:00,1,Playlist,0,M80
645,ABC,The Look of Love,Band,EN,1982,1980,15467712.0,2021-07-12 01:30:00,1,Playlist,0,M80
646,Miguel Araújo,Os Maridos das Outras,Artist Male,PT,2012,2010,,2021-07-12 01:33:00,1,Playlist,0,M80
647,Queen,A Kind of Magic,Band,EN,1986,1980,,2021-07-12 01:37:00,1,Playlist,0,M80
648,Clã,Problema de Expressão,Band,PT,1997,1990,,2021-07-12 01:42:00,1,Playlist,0,M80
649,Keane,Everybody's Changing,Band,EN,2004,2000,,2021-07-12 01:46:00,1,Playlist,0,M80
650,João Pedro Pais,Mentira,Artist Male,PT,1999,1990,,2021-07-12 01:50:00,1,Playlist,0,M80
651,Supertramp,It's Raining Again,Band,EN,1982,1980,,2021-07-12 01:53:00,1,Playlist,0,M80
652,Bryan Ferry,Slave to Love,Artist Male,EN,1986,1980,,2021-07-12 01:56:00,1,Playlist,0,M80
653,Gomo,Feeling Alive,Artist Male,PT,2004,2000,,2021-07-12 02:01:00,2,Playlist,0,M80
654,Aerosmith,Cryin',Band,EN,1993,1990,,2021-07-12 02:05:00,2,Playlist,0,M80
655,Entre Aspas,(Uma) Pequena Flor,Band,PT,1997,1990,,2021-07-12 02:09:00,2,Playlist,0,M80
656,Rolling Stones,(I Can't Get No) Satisfaction,Band,EN,1965,1960,,2021-07-12 02:14:00,2,Playlist,0,M80
657,Hands on Approach,My Wonder Moon,Band,PT,1999,1990,,2021-07-12 02:18:00,2,Playlist,0,M80
658,Billy Joel,The River of Dreams,Artist Male,EN,1993,1990,,2021-07-12 02:21:00,2,Playlist,0,M80
659,Pedro Abrunhosa,Fazer o que ainda Não Foi Feito,Artist Male,PT,2010,2010,,2021-07-12 02:25:00,2,Playlist,0,M80
660,Century,Lover Why,Band,EN,1985,1980,,2021-07-12 02:28:00,2,Playlist,0,M80
661,Anjos,A Vida Faz-me Bem,Band,PT,2006,2000,,2021-07-12 02:33:00,2,Playlist,0,M80
662,Cock Robin,When Your Heart Is Weak,Band,EN,1985,1980,32109106.0,2021-07-12 02:37:00,2,Playlist,0,M80
663,Rui Veloso,Todo o Tempo do Mundo,Artist Male,PT,1998,1990,,2021-07-12 02:40:00,2,Playlist,0,M80
664,Modjo,Lady (Hear Me Tonight),Band,EN,2000,2000,,2021-07-12 02:44:00,2,Playlist,0,M80
665,Deolinda,Seja Agora,Band,PT,2013,2010,,2021-07-12 02:48:00,2,Playlist,0,M80
666,Londonbeat,I've Been Thinking about You,Band,EN,1990,1990,,2021-07-12 02:52:00,2,Playlist,0,M80
667,Double,The Captain of Her Heart,Band,EN,1985,1980,,2021-07-12 02:55:00,2,Playlist,0,M80
668,Cutting Crew,(I Just) Died in Your Arms Tonight,Band,EN,1986,1980,,2021-07-12 02:59:00,2,Playlist,0,M80
669,Caetano Veloso,Sózinho (remix),Artist Male,PT,1998,1990,,2021-07-12 03:03:00,3,Playlist,0,M80
670,Eros Ramazzotti,Un'altra Te,Artist Male,IT,1993,1990,,2021-07-12 03:08:00,3,Playlist,0,M80
671,UHF,Cavalos de Corrida,Band,PT,1990,1990,,2021-07-12 03:11:00,3,Playlist,0,M80
672,Dire Straits,Lady Writer,Band,EN,1979,1970,,2021-07-12 03:15:00,3,Playlist,0,M80
673,Rádio Macau,Cidade Fantasma,Band,PT,1987,1980,,2021-07-12 03:18:00,3,Playlist,0,M80
674,Elton John,Sacrifice,Artist Male,EN,1989,1980,,2021-07-12 03:22:00,3,Playlist,0,M80
675,GNR,Impressões Digitais,Band,PT,1989,1980,,2021-07-12 03:26:00,3,Playlist,0,M80
676,Wham,Wake Me Up before You Go Go,Band,EN,1984,1980,,2021-07-12 03:30:00,3,Playlist,0,M80
677,The Gift,Primavera,Band,PT,2011,2010,,2021-07-12 03:34:00,3,Playlist,0,M80
678,Police,Every Breath You Take,Band,EN,1983,1980,,2021-07-12 03:38:00,3,Playlist,0,M80
679,António Variações,Canção de Engate,Artist Male,PT,1984,1980,8606525.0,2021-07-12 03:43:00,3,Playlist,0,M80
680,Madcon,Beggin',Band,EN,2007,2000,131027229.0,2021-07-12 03:47:00,3,Playlist,0,M80
681,Silence 4,Borrow,Band,PT,1998,1990,,2021-07-12 03:51:00,3,Playlist,0,M80
682,David Bowie,Modern Love,Artist Male,EN,1983,1980,,2021-07-12 03:55:00,3,Playlist,0,M80
683,Bruce Springsteen,Glory Days,Artist Male,EN,1984,1980,,2021-07-12 04:00:00,4,Playlist,0,M80
684,Da Weasel,Re-Tratamento,Band,PT,2004,2000,,2021-07-12 04:03:00,4,Playlist,0,M80
685,Queen,You Don't Fool Me,Band,EN,1995,1990,8608361.0,2021-07-12 04:08:00,4,Playlist,0,M80
686,Tribalistas,Velha Infância,Band,PT,2002,2000,2606370.0,2021-07-12 04:12:00,4,Playlist,0,M80
687,Supertramp,Breakfast in America,Band,EN,1979,1970,3156600.0,2021-07-12 04:16:00,4,Playlist,0,M80
688,Os Azeitonas,Quem És Tu Miúda,Band,PT,2007,2000,,2021-07-12 04:21:00,4,Playlist,0,M80
689,Richard Marx,Hazard,Artist Male,EN,1991,1990,,2021-07-12 04:24:00,4,Playlist,0,M80
690,Skank,Tão Seu,Band,PT,1996,1990,,2021-07-12 04:28:00,4,Playlist,0,M80
691,Prefab Sprout,The King of Rock 'n' Roll,Band,EN,1988,1980,6529001.0,2021-07-12 04:32:00,4,Playlist,0,M80
692,Pedro Abrunhosa,Não Posso Mais,Artist Male,PT,1994,1990,200688.0,2021-07-12 04:37:00,4,Playlist,0,M80
693,Desireless,Voyage Voyage,Artist Female,FR,1989,1980,,2021-07-12 04:41:00,4,Playlist,0,M80
