ARTIST,SONG,FORM,LANGUAGE,YEAR,DECADE,VIEWS YOUTUBE,DATE,HOUR,GROUP HOUR,SHOW,NEWS SERVICE,STATION
Lorde,Team,Artist Female,EN,2013,2010,,12-7-2021,18:09,18,Já se faz tarde,1,Comercial
Tiago Bettencourt,Viagem,Artist Male,PT,2020,2020,,12-7-2021,18:15,18,Já se faz tarde,1,Comercial
Silk Sonic,Leave the Door Open,Band,EN,2021,2020,334722364,12-7-2021,18:23,18,Já se faz tarde,1,Comercial
Jax Jones ft. Raye,You Don't Know Me,Colab,EN,2018,2010,,12-7-2021,18:26,18,Já se faz tarde,1,Comercial
Os Quatro e Meia ft. Carlão,Bom Rapaz,Band,PT,2020,2020,,12-7-2021,18:35,18,Já se faz tarde,1,Comercial
Foo Fighters,Waiting on a War,Band,EN,2021,2020,7019864,12-7-2021,18:41,18,Já se faz tarde,1,Comercial
Imagine Dragons,Demons,Band,EN,2012,2010,,12-7-2021,18:49,18,Já se faz tarde,1,Comercial
Finneas,Let's Fall in Love for the Night,Artist Male,EN,2019,2010,,12-7-2021,18:52,18,Já se faz tarde,1,Comercial
Anavitória ft. Diogo Piçarra,Trevo,Colab,PT,2016,2010,,12-7-2021,18:57,18,Já se faz tarde,1,Comercial
Maroon 5,Memories,Band,EN,2019,2010,747211450,12-7-2021,19:04,19,Já se faz tarde,1,Comercial
Coldplay,Paradise,Band,EN,2011,2010,,12-7-2021,19:07,19,Já se faz tarde,1,Comercial
Green Day,Wake Me Up when September Ends,Band,EN,2004,2000,180969885,12-7-2021,19:15,19,Já se faz tarde,1,Comercial
Pink ft. Willow Sage Heart,Cover Me in Sunshine,Colab,EN,2021,2020,42677453,12-7-2021,19:23,19,Já se faz tarde,1,Comercial
Bárbara Tinoco ft. Bárbara Bandeira,Cidade,Colab,PT,2021,2020,,12-7-2021,19:26,19,Já se faz tarde,1,Comercial
Tom Grennan,Little Bit of Love,Artist Male,EN,2021,2020,15672000,12-7-2021,19:31,19,Já se faz tarde,1,Comercial
Os Quatro e Meia,Sabes Bem,Band,PT,2020,2020,,12-7-2021,19:35,19,Já se faz tarde,1,Comercial
Justin Bieber,Sorry,Artist Male,EN,2019,2010,,12-7-2021,19:38,19,Já se faz tarde,1,Comercial
Robbie Williams,Feel,Artist Male,EN,2002,2000,,12-7-2021,19:44,19,Já se faz tarde,1,Comercial
Raye ft. Rudimental,Regardless,Colab,EN,2020,2020,9647220,12-7-2021,19:52,19,Já se faz tarde,1,Comercial
Silva ft. Anitta,Fica tudo Bem,Colab,PT,2018,2010,45414910,12-7-2021,19:55,19,Já se faz tarde,1,Comercial
Vitor Kley,Ainda Bem que Chegou,Artist Male,PT,2020,2020,,12-7-2021,20:55,20,Era o que faltava,0,Comercial
Sarah McLachlan,Angel,Artist Female,EN,1997,1990,,12-7-2021,21:01,21,Slow down,0,Comercial
Rui Veloso,Bairro do Oriente,Artist Male,PT,1980,1980,,12-7-2021,21:05,21,Slow down,0,Comercial
LeAnn Rimes,How Do I Live,Artist Female,EN,1997,1990,,12-7-2021,21:08,21,Slow down,0,Comercial
Silk Sonic,Leave the Door Open,Band,EN,2021,2020,334722364,12-7-2021,21:12,21,Slow down,0,Comercial
António Zambujo,Lote B,Artist Male,PT,2021,2020,705891,12-7-2021,21:16,21,Slow down,0,Comercial
Mariah Carey,Touch My Body,Artist Female,EN,2008,2000,,12-7-2021,21:19,21,Slow down,0,Comercial
Julia Michaels,Issues,Artist Female,EN,2017,2010,,12-7-2021,21:22,21,Slow down,0,Comercial
Neev,Dancing in the Stars,Artist Male,PT,2021,2020,,12-7-2021,21:25,21,Slow down,0,Comercial
Michael Bolton,When a Man Loves a Woman,Artist Male,EN,1991,1990,,12-7-2021,21:28,21,Slow down,0,Comercial
Christina Perri,A Thousand Years,Artist Female,EN,2011,2010,,12-7-2021,21:32,21,Slow down,0,Comercial
Adriana Calcanhotto,Devolva-me (live),Artist Female,PT,2000,2000,,12-7-2021,21:37,21,Slow down,0,Comercial
Ed Sheeran,Afterglow,Artist Male,EN,2020,2020,93688145,12-7-2021,21:40,21,Slow down,0,Comercial
Sara Afonso,Contramão,Artist Female,PT,2021,2020,,12-7-2021,21:43,21,Slow down,0,Comercial
Eddie Vedder,Guaranteed,Artist Male,EN,2007,2000,,12-7-2021,21:46,21,Slow down,0,Comercial
Dire Straits,On every Street,Band,EN,1991,1990,,12-7-2021,21:49,21,Slow down,0,Comercial
Alicia Keys,If I Ain't Got You,Artist Female,EN,2003,2000,,12-7-2021,21:54,21,Slow down,0,Comercial
Eric Clapton,Tears in Heaven,Artist Male,EN,1992,1990,,12-7-2021,21:58,21,Slow down,0,Comercial
Nuno Ribeiro,Tarde Demais,Artist Male,PT,2020,2020,,12-7-2021,22:02,22,Slow down,0,Comercial
Stevie Wonder,Overjoyed,Artist Male,EN,1985,1980,,12-7-2021,22:06,22,Slow down,0,Comercial
Years & Years,It's a Sin,Band,EN,2021,2020,,12-7-2021,22:09,22,Slow down,0,Comercial
GNR,Saliva,Band,PT,1998,1990,,12-7-2021,22:12,22,Slow down,0,Comercial
Live,Lightning Crashes,Band,EN,1994,1990,,12-7-2021,22:16,22,Slow down,0,Comercial
Adele,Chasing Pavements,Artist Female,EN,2008,2000,,12-7-2021,22:21,22,Slow down,0,Comercial
Dengaz ft. Seu Jorge,Para Sempre,Colab,PT,2015,2010,,12-7-2021,22:25,22,Slow down,0,Comercial
Elton John,Candle in the Wind,Artist Male,EN,1973,1973,24441771,12-7-2021,22:28,22,Slow down,0,Comercial
James Arthur,Naked,Artist Male,EN,2019,2010,,12-7-2021,22:31,22,Slow down,0,Comercial
Paulo Gonzo,Sei-te de Cor,Artist Male,PT,2006,2000,,12-7-2021,22:35,22,Slow down,0,Comercial
Carolina Deslandes,Por Um Triz,Artist Female,PT,2021,2020,,12-7-2021,22:40,22,Slow down,0,Comercial
Avril Lavigne,I'm with You,Artist Female,EN,2002,2000,,12-7-2021,22:43,22,Slow down,0,Comercial
Ronan Keating,When You Say Nothing at All,Artist Male,EN,1999,1990,,12-7-2021,22:47,22,Slow down,0,Comercial
Madonna,Take a Bow,Artist Female,EN,1994,1990,,12-7-2021,22:51,22,Slow down,0,Comercial
Pedro Abrunhosa,Tudo o que Eu Te Dou,Artist Male,PT,1994,1990,,12-7-2021,22:56,22,Slow down,0,Comercial
Celine Dion,Because You Loved Me,Artist Female,EN,1993,1990,,12-7-2021,23:01,23,Slow down,0,Comercial
Mafalda Veiga,Imortais,Artist Female,PT,2008,2000,,12-7-2021,23:06,23,Slow down,0,Comercial
Tracy Chapman,Give Me One Reason,Artist Female,EN,1999,1990,,12-7-2021,23:09,23,Slow down,0,Comercial
Duncan Laurence ft. Fletcher,Arcade (remix),Colab,PT,2020,2020,,12-7-2021,23:13,23,Slow down,0,Comercial
Bárbara Tinoco ft. Bárbara Bandeira,Cidade,Colab,EN,2021,2020,,12-7-2021,23:16,23,Slow down,0,Comercial
Boyz II Men,End of the Road,Band,EN,1991,1990,,12-7-2021,23:19,23,Slow down,0,Comercial
Coldplay,What If,Band,EN,2005,2000,,12-7-2021,23:25,23,Slow down,0,Comercial
Vitor Kley,Morena,Artist Male,PT,2018,2010,,12-7-2021,23:30,23,Slow down,0,Comercial
Michael Jackson,You Are Not Alone,Artist Male,EN,1995,1990,,12-7-2021,23:32,23,Slow down,0,Comercial
Hands on Approach ft. Treana Morris,If You Give Up,Colab,PT,2005,2000,1328270,12-7-2021,23:38,23,Slow down,0,Comercial
Biffy Clyro,Space,Band,EN,2020,2020,,12-7-2021,23:43,23,Slow down,0,Comercial
Fábia Rebordão,Rumo ao Sul,Artist Female,PT,2021,2020,283867,12-7-2021,23:47,23,Slow down,0,Comercial
Vaya con Dios,What's a Woman,Band,EN,1990,1990,,12-7-2021,23:50,23,Slow down,0,Comercial
Meat Loaf,I'd Do anything for Love (But I Won't Do That),Artist Male,EN,1993,1990,,12-7-2021,23:54,23,Slow down,0,Comercial
Coldplay,The scientist,Band,EN,2002,2000,,12-7-2021,00:01,0,Oceano Pacífico,0,RFM
Bruno Mars,Just the way you are,Artist Male,EN,2010,2010,,12-7-2021,00:05,0,Oceano Pacífico,0,RFM
António José ft. Diogo Piçarra,A donde vas,Colab,PT,2018,2010,,12-7-2021,00:08,0,Oceano Pacífico,0,RFM
Lost frequencies,Are you with me,Artist Male,EN,2014,2010,,12-7-2021,00:12,0,Oceano Pacífico,0,RFM
Skunk Anansie,Hedonism (just because you feel good),Band,EN,1996,1990,,12-7-2021,00:14,0,Oceano Pacífico,0,RFM
Vitor Kley,O amor é o segredo,Artist Male,PT,2020,2020,,12-7-2021,00:18,0,Oceano Pacífico,0,RFM
Marshmello ft. Khalid,Silence,Colab,EN ,2017,2010,,12-7-2021,00:21,0,Oceano Pacífico,0,RFM
Snow Patrol,Chasing cars,Band,EN,2006,2000,,12-7-2021,00:24,0,Oceano Pacífico,0,RFM
Ed Sheeran ft. Beyonce,Perfect (duet),Colab,EN,2017,2010,223772467,12-7-2021,00:30,0,Oceano Pacífico,0,RFM
Joe cocker,You are so beautiful,Artist Male,EN,1974,1970,,12-7-2021,00:34,0,Oceano Pacífico,0,RFM
Nelson Freitas ft. Richie Campbell,Break of dawn,Colab,PT,2016,2010,,12-7-2021,00:36,0,Oceano Pacífico,0,RFM
Coldplay ,Paradise,Band,EN,2011,2010,,12-7-2021,00:40,0,Oceano Pacífico,0,RFM
Richard Marx,Right here waiting,Artist Male,EN,1989,1980,,12-7-2021,00:43,0,Oceano Pacífico,0,RFM
Mia Rose ft. Salvador Seixas,Tudo para dar,Colab,PT,2016,2010,11280425,12-7-2021,00:46,0,Oceano Pacífico,0,RFM
Bruno Mars,Grenade,Artist Male,EN,2010,2010,,12-7-2021,00:51,0,Oceano Pacífico,0,RFM
Noble,Beautiful,Artist Male,PT,2021,2020,1346925,12-7-2021,00:55,0,Oceano Pacífico,0,RFM
Bon Jovi,Always,Band,EN,1994,1990,,12-7-2021,00:58,0,Oceano Pacífico,0,RFM
James Arthur,Naked,Artist Male,EN,2019,2010,,12-7-2021,01:04,1,Oceano Pacífico,0,RFM
Aerosmith,I don't want to miss a thing,Band,EN,1998,1990,,12-7-2021,01:08,1,Oceano Pacífico,0,RFM
Ed Sheeran,Perfect,Artist Male,EN,2017,2010,,12-7-2021,01:11,1,Oceano Pacífico,0,RFM
D.A.M.A,Era eu,Band,PT,2017,2010,,12-7-2021,01:16,1,Oceano Pacífico,0,RFM
Hootie & The Blowfish,Let her cry,Band,EN,1994,1990,,12-7-2021,01:19,1,Oceano Pacífico,0,RFM
Aurea,I didn't mean it,Artist Female,EN,2016,2010,,12-7-2021,01:24,1,Oceano Pacífico,0,RFM
Faith No More,Easy,Band,EN,1990,1990,,12-7-2021,01:27,1,Oceano Pacífico,0,RFM
John Legend,Conversations in the dark,Artist Male,EN,2020,2020,,12-7-2021,01:31,1,Oceano Pacífico,0,RFM
Israel Kamakawiwoole,Somewhere over the rainbow,Artist Male,EN,2009,2000,,12-7-2021,01:35,1,Oceano Pacífico,0,RFM
Nuno Ribeiro,Longe,Artist Male,PT,2019,2010,,12-7-2021,01:39,1,Oceano Pacífico,0,RFM
Alicia Keys,Fallin,Artist Female,EN,2001,2000,,12-7-2021,01:43,1,Oceano Pacífico,0,RFM
Matay,O que tu dás,Artist Male,PT,2017,2010,,12-7-2021,01:46,1,Oceano Pacífico,0,RFM
"Justin Bieber ft. Daniel Caesar, Giveon",Peaches,Colab,EN,2021,2020,,12-7-2021,01:52,1,Oceano Pacífico,0,RFM
Calema,Te Amo,Artist Male,PT,2020,2020,36740404,12-7-2021,01:55,1,Oceano Pacífico,0,RFM
Oasis,Don't look back in anger,Band,EN,1995,1990,,12-7-2021,01:59,1,Oceano Pacífico,0,RFM
Nininho Vaz Maia,Pega-te a mim,Artist Male,PT,2021,2020,,12-7-2021,02:04,2,Playlist,0,RFM
Alexandra Stan,Mr. Saxobeat,Artist Female,EN,2011,2010,,12-7-2021,02:06,2,Playlist,0,RFM
Silk Sonic,Leave the door open,Band,EN,2021,2020,334722364,12-7-2021,02:09,2,Playlist,0,RFM
Coldplay,Higher Power,Band,EN,2021,2020,,12-7-2021,02:12,2,Playlist,0,RFM
Bob Marley,One love,Artist Male,EN,1977,1970,,12-7-2021,02:16,2,Playlist,0,RFM
The Weeknd,In your eyes,Artist Male,EN,2020,2020,97839200,12-7-2021,02:18,2,Playlist,0,RFM
Paulo Gonzo ft. Olavo Bilac,Jardins proibidos,Colab,PT,1997,1990,,12-7-2021,02:22,2,Playlist,0,RFM
Surf Mesa ft. Emilee,Ily (i love you baby),Colab,EN,2019,2010,,12-7-2021,02:27,2,Playlist,0,RFM
Syro,Casa,Artist Male,PT,2021,2020,,12-7-2021,02:30,2,Playlist,0,RFM
Doja Cat ft. Sza,Kiss me more,Colab,EN,2021,2020,,12-7-2021,02:33,2,Playlist,0,RFM
Imagine Dragons,Follow you,Band,EN,2021,2020,,12-7-2021,02:36,2,Playlist,0,RFM
The Killers,Human,Band,EN,2008,2000,150184565,12-7-2021,02:39,2,Playlist,0,RFM
"Stereossauro ft. Mariza Liz, Carlão",A noite,Colab,PT,2020,2020,2210858,12-7-2021,02:43,2,Playlist,0,RFM
Nico & Vinz,Am i wrong,Colab,EN,2013,2010,500061056,12-7-2021,02:46,2,Playlist,0,RFM
Jawsh 685 ft. Jason Derulo,Savage love,Colab,EN,2020,2020,,12-7-2021,02:52,2,Playlist,0,RFM
Fugees,Ready or not,Band,EN,1995,1990,174001678,12-7-2021,02:55,2,Playlist,0,RFM
"Major Lazer ft. Fia, Labrinth",Titans,Colab,EN,2020,2020,,12-7-2021,02:59,2,Playlist,0,RFM
Justin Welligton,Iko iko,Artist Male,EN,2019,2010,26612049,12-7-2021,03:02,3,Playlist,0,RFM
Tom Enzy ft. Mikkel Solnado,Get up,Colab,PT,2014,2010,,12-7-2021,03:05,3,Playlist,0,RFM
Zoe Wees,Control,Artist Female,EN,2021,2020,,12-7-2021,03:08,3,Playlist,0,RFM
Lady Antebellum,Need you now,Band,EN,2009,2000,,12-7-2021,03:12,3,Playlist,0,RFM
Nena,Portas do sol,Artist Female,PT,2020,2020,,12-7-2021,03:16,3,Playlist,0,RFM
Robin Schulz ft. Wes,Alane,Colab,EN,2020,2020,,12-7-2021,03:20,3,Playlist,0,RFM
Carlão,Assobia para o lado,Artist Male,PT,2020,2020,,12-7-2021,03:23,3,Playlist,0,RFM
"Riton ft. Nightcrawlers, Mufasa e Hyperman",Friday,Colab,EN,2021,2020,,12-7-2021,03:27,3,Playlist,0,RFM
Bruce Springsteen,Born in the USA,Artist Male,EN,1984,1980,,12-7-2021,03:29,3,Playlist,0,RFM
Nuno Ribeiro ft. Ainoa Buitrago,Por ti,Colab,PT,2020,2020,,12-7-2021,03:33,3,Playlist,0,RFM
Avicii,Waiting for love,Artist Male,EN,2015,2010,,12-7-2021,03:37,3,Playlist,0,RFM
HMB ft. Carminho,O amor é assim,Colab,PT,2016,2010,10987708,12-7-2021,03:41,3,Playlist,0,RFM
Ed Sheeran,Bad habits,Artist Male,EN,2021,2020,,12-7-2021,03:45,3,Playlist,0,RFM
"ATB ft. Topic, A7S",Your love (9PM),Colab,EN,2021,2020,,12-7-2021,03:51,3,Playlist,0,RFM
Rony Fuego,Bem disposto,Artist Male,PT,2020,2020,,12-7-2021,03:53,3,Playlist,0,RFM
Soul Asylum,Runaway train,Band,EN,1992,1990,,12-7-2021,03:56,3,Playlist,0,RFM
Agir ft. Fernando Daniel,Sem ti,Colab,PT,2020,2020,,12-7-2021,04:01,4,Playlist,0,RFM
Shawn Mendes ft. Camila Cabello,Señorita,Colab,EN,2019,2010,,12-7-2021,04:04,4,Playlist,0,RFM
"Martin Garrix ft. Bono, The Edge",We are the people,Colab,EN,2021,2020,,12-7-2021,04:08,4,Playlist,0,RFM
Maroon 5 ft. Megan Thee Stallion,Beautiful mistakes,Colab,EN,2021,2020,,12-7-2021,04:11,4,Playlist,0,RFM
Backstreet Boys,I want it that way,Band,EN,1993,1990,,12-7-2021,04:14,4,Playlist,0,RFM
Maluma,Hawai,Artist Male,ES,2020,2020,,12-7-2021,04:18,4,Playlist,0,RFM
Anavitoria ft. Diogo Piçarra,Trevo,Colab,PT,2020,2020,,12-7-2021,04:21,4,Playlist,0,RFM
R3hab ft. Gattuso,Creep (clean remix),Colab,EN,2020,2020,,12-7-2021,04:25,4,Playlist,0,RFM
Beatriz Rosário,Ficamos por aqui,Artist Female,PT,2021,2020,,12-7-2021,04:28,4,Playlist,0,RFM
The Kid Laroi,Without you,Artist Male,EN,2020,2020,,12-7-2021,04:32,4,Playlist,0,RFM
Pink ft. Willow Sage Heart,Cover me in sunshine,Colab,EN,2021,2020,42677453,12-7-2021,04:34,4,Playlist,0,RFM
Coldplay,Viva la vida,Band,EN,2008,2000,,12-7-2021,04:37,4,Playlist,0,RFM
Anjos,Eterno,Band,PT,2021,2020,,12-7-2021,04:40,4,Playlist,0,RFM
Sia,Cheap Thrills,Artist Female,EN,2016,2010,,12-7-2021,04:45,4,Playlist,0,RFM
Sam Smith,Diamonds,Artist Male,EN,2020,2020,93891964,12-7-2021,04:50,4,Playlist,0,RFM
Whitney Houston,I wanna dance with somebody,Artist Female,EN,1987,1980,,12-7-2021,04:54,4,Playlist,0,RFM
"Joel Corry ft. Raye, David Guetta",Bed,Colab,EN,2021,2020,,12-7-2021,04:58,4,Playlist,0,RFM
David Guetta,Memories (version 2021),Artist Male,EN,2021,2020,,12-7-2021,05:04,5,Playlist,0,RFM
Dengaz ft. Seu Jorge,Para sempre,Colab,PT,2015,2010,,12-7-2021,05:07,5,Playlist,0,RFM
The Weeknd,Save your tears,Artist Male,EN,2020,2020,442823420,12-7-2021,05:11,5,Playlist,0,RFM
U2,Beautiful day,Band,EN,2000,2000,,12-7-2021,05:14,5,Playlist,0,RFM
Diogo Piçarra ft. Bispo,Monarquia,Colab,PT,2021,2020,,12-7-2021,05:21,5,Playlist,0,RFM
Kygo ft. Tina Turner,What's love got to do with it,Colab,EN,2020,2020,,12-7-2021,05:24,5,Playlist,0,RFM
Calema,Te Amo,Artist Male,PT,2020,2020,36740404,12-7-2021,05:28,5,Playlist,0,RFM
"Justin Bieber ft. Daniel Caesar, Giveon",Peaches,Colab,EN,2021,2020,,12-7-2021,05:32,5,Playlist,0,RFM
Noble,Beautiful,Artist Male,PT,2021,2020,1346925,12-7-2021,05:35,5,Playlist,0,RFM
Maluma ft. Nego do Borel,Corazon,Colab,ES,2018,2010,,12-7-2021,05:40,5,Playlist,0,RFM
João Pedro Pais,Um resto de tudo,Artist Male,PT,2001,2000,397651,12-7-2021,05:43,5,Playlist,0,RFM
The Weeknd,Blinding lights,Artist Male,EN,2020,2020,,12-7-2021,05:49,5,Playlist,0,RFM
Syro,Casa,Artist Male,PT,2021,2020,,12-7-2021,05:53,5,Playlist,0,RFM
Tiesto,The business,Artist Male,EN,2020,2020,,12-7-2021,06:00,6,Playlist,0,RFM
Ana Bacalhau ft. Diogo Piçarra,O erro mais bonito,Colab,PT,2019,2010,,12-7-2021,06:03,6,Playlist,0,RFM
Camila Cabello ft. Young Thug,Havana,Colab,EN,2018,2010,,12-7-2021,06:06,6,Playlist,0,RFM
Raye ft. Rudimental,Regardless,Colab,EN,2020,2020,9647220,12-7-2021,06:11,6,Playlist,0,RFM
Maroon 5,She will be loved,Band,EN,2002,2000,,12-7-2021,06:15,6,Playlist,0,RFM
Anselmo Ralph,O fim do mundo,Artist Male,PT,2020,2020,3150356,12-7-2021,06:24,6,Playlist,0,RFM
Sia ft. Kendrick Lamar,The greatest,Colab,EN,2016,2010,,12-7-2021,06:27,6,Playlist,0,RFM
UB40,Red red wine,Band,EN,1983,1980,156423334,12-7-2021,06:31,6,Playlist,0,RFM
Silk Sonic,Leave the door open,Band,EN,2021,2020,334722364,12-7-2021,06:37,6,Playlist,0,RFM
Matias Damásio,O teu olhar,Artist Male,PT,2018,2010,,12-7-2021,06:42,6,Playlist,0,RFM
Zoe Wees,Control,Artist Female,EN,2021,2020,,12-7-2021,06:46,6,Playlist,0,RFM
Weezer,Africa,Band,EN,2018,2010,,12-7-2021,06:50,6,Playlist,0,RFM
Aya Nakamura,Copines,Artist Female,FR,2018,2010,,12-7-2021,06:53,6,Playlist,0,RFM
Topic ft. A7S,Breaking me,Colab,EN,2019,2010,169520510,12-7-2021,07:03,7,Café da Manhã,1,RFM
Daddy Yankee,Dura,Artist Male,EN,2020,2020,,12-7-2021,07:13,7,Café da Manhã,1,RFM
Syro,Acordar,Artist Male,PT,2020,2020,4083309,12-7-2021,07:20,7,Café da Manhã,1,RFM
Calvin Harris,Summer,Artist Male,EN,2014,2010,1479082579,12-7-2021,07:25,7,Café da Manhã,1,RFM
Justin Bieber ft. Benny Blanco,Lonely,Colab,EN,2020,2020,,12-7-2021,07:34,7,Café da Manhã,1,RFM
Imagine Dragons,Follow you,Band,EN,2021,2020,,12-7-2021,07:36,7,Café da Manhã,1,RFM
"Riton ft. Nightcrawlers, Mufasa e Hyperman",Friday,Colab,EN,2021,2020,,12-7-2021,07:44,7,Café da Manhã,1,RFM
Xutos & Pontapés,À minha maneira,Band,PT,1988,1980,,12-7-2021,07:50,7,Café da Manhã,1,RFM
Mika,Grace Kelly,Artist Male,EN,2007,2000,,12-7-2021,07:54,7,Café da Manhã,1,RFM
"ATB ft. Topic, A7S",Your love (9PM),Colab,EN,2021,2020,,12-7-2021,08:04,8,Café da Manhã,1,RFM
Giulia Be ft. Luan Santana,Inesquecível,Colab,PT,2020,2020,41438425,12-7-2021,08:12,8,Café da Manhã,1,RFM
Joel Corry ft. MNEK,Head & Heart,Colab,EN,2020,2020,,12-7-2021,08:21,8,Café da Manhã,1,RFM
Diogo Piçarra ft. Carolina Deslandes,Anjos,Colab,PT,2019,2010,,12-7-2021,08:27,8,Café da Manhã,1,RFM
Master KG ft. Nomcebo Zikode,Jerusalema,Colab,EN,2020,2020,423351001,12-7-2021,08:39,8,Café da Manhã,1,RFM
Queen,Radio ga ga,Band,EN,1984,1980,,12-7-2021,08:46,8,Café da Manhã,1,RFM
The Weeknd,Save your tears,Artist Male,EN,2020,2020,442823420,12-7-2021,08:53,8,Café da Manhã,1,RFM
Twocolors,Lovefool,Band,EN,2020,2020,46336535,12-7-2021,09:06,9,Café da Manhã,1,RFM
Nena,Portas do sol,Artist Female,PT,2020,2020,,12-7-2021,09:13,9,Café da Manhã,1,RFM
"Martin Garrix ft. Bono, The Edge",We are the people,Colab,EN,2021,2020,,12-7-2021,09:21,9,Café da Manhã,1,RFM
Avicii,Wake me up,Artist Male,EN,2013,2010,,12-7-2021,09:28,9,Café da Manhã,1,RFM
"Justin Bieber ft. Daniel Caesar, Giveon",Peaches,Colab,EN,2021,2020,,12-7-2021,09:38,9,Café da Manhã,1,RFM
The Weeknd,In your eyes,Artist Male,EN,2020,2020,97839200,12-7-2021,09:43,9,Café da Manhã,1,RFM
David Carreira feat. Kell Smith,Cuido de você,Colab,PT,2018,2010,,12-7-2021,09:48,9,Café da Manhã,1,RFM
Zoe Wees,Control,Artist Female,EN,2021,2020,,12-7-2021,09:59,9,Café da Manhã,1,RFM
Maroon 5,Animals,Band,EN,2014,2010,,12-7-2021,10:03,10,Playlist,1,RFM
Nininho Vaz Maia,Pega-te a mim,Artist Male,PT,2021,2020,,12-7-2021,10:07,10,Playlist,1,RFM
Pink ft. Willow Sage Heart,Cover me in sunshine,Colab,EN,2021,2020,42677453,12-7-2021,10:09,10,Playlist,1,RFM
Jennifer Lopez,Waiting for tonight,Artist Female,EN,1999,1990,,12-7-2021,10:11,10,Playlist,1,RFM
Agir ft. Fernando Daniel,Sem ti,Colab,PT,2020,2020,,12-7-2021,10:15,10,Playlist,1,RFM
Surf Mesa ft. Emilee,Ily (i love you baby),Colab,EN,2019,2010,,12-7-2021,10:19,10,Playlist,1,RFM
Xutos & Pontapés,O homem do leme,Band,PT,1985,1980,,12-7-2021,10:22,10,Playlist,1,RFM
Post Malone,Circles,Artist Male,EN,2019,2010,,12-7-2021,10:26,10,Playlist,1,RFM
"Riton ft. Nightcrawlers, Mufasa e Hyperman",Friday,Colab,EN,2021,2020,,12-7-2021,10:30,10,Playlist,1,RFM
Everything But The Girl,Missing (remix),Band,EN,1994,1990,,12-7-2021,10:32,10,Playlist,1,RFM
Carlão,Assobia para o lado,Artist Male,PT,2020,2020,,12-7-2021,10:36,10,Playlist,1,RFM
Jawsh 685 ft. Jason Derulo,Savage love,Colab,EN,2020,2020,,12-7-2021,10:39,10,Playlist,1,RFM
Miguel Gameiro ft. Mariza,O teu nome,Colab,PT,2010,2010,,12-7-2021,10:42,10,Playlist,1,RFM
Shakira ft. Alejandro Sanz,La tortura,Colab,ES,2005,2000,,12-7-2021,10:47,10,Playlist,1,RFM
Robin Schulz ft. Wes,Alane,Colab,EN,2020,2020,,12-7-2021,11:01,11,Playlist,1,RFM
Calema,A nossa vez,Artist Male,PT,2017,2010,,12-7-2021,11:04,11,Playlist,1,RFM
Eurythmics,Sweet dreams (are made of this),Band,EN,1983,1980,,12-7-2021,11:07,11,Playlist,1,RFM
Saint Jhn,Roses,Artist Male,EN,2020,2020,,12-7-2021,11:11,11,Playlist,1,RFM
Nuno Ribeiro ft. Ainoa Buitrago,Por ti,Colab,PT,2020,2020,,12-7-2021,11:14,11,Playlist,1,RFM
"Joel Corry ft. Raye, David Guetta",Bed,Colab,EN,2021,2020,,12-7-2021,11:17,11,Playlist,1,RFM
Maluma,Hawai,Artist Male,ES,2020,2020,,12-7-2021,11:20,11,Playlist,1,RFM
Rony Fuego,Bem disposto,Artist Male,PT,2020,2020,,12-7-2021,11:23,11,Playlist,1,RFM
Meduza ft. Becky Hill & Goodboys,Lose control,Colab,EN,2019,2010,,12-7-2021,11:27,11,Playlist,1,RFM
Black Eyed Peas,i gotta feeling,Band,EN,2009,2000,,12-7-2021,11:30,11,Playlist,1,RFM
"ATB ft. Topic, A7S",Your love (9PM),Colab,EN,2021,2020,,12-7-2021,11:39,11,Playlist,1,RFM
Richie Campbell,Heaven,Artist Male,PT,2017,2010,,12-7-2021,11:41,11,Playlist,1,RFM
Tiesto,The business,Artist Male,EN,2020,2020,,12-7-2021,11:45,11,Playlist,1,RFM
Dua Lipa ft. Dababy,Levitating,Colab,EN,2020,2020,,12-7-2021,11:47,11,Playlist,1,RFM
The Weeknd,Save your tears,Artist Male,EN,2020,2020,442823420,12-7-2021,11:59,11,Playlist,1,RFM
Diogo Piçarra ft. Bispo,Monarquia,Colab,PT,2021,2020,,12-7-2021,12:03,12,Playlist,1,RFM
Kygo ft. Donna Summer,Hot stuff,Colab,EN,2020,2020,,12-7-2021,12:06,12,Playlist,1,RFM
Silk Sonic,Leave the door open,Band,EN,2021,2020,334722364,12-7-2021,12:09,12,Playlist,1,RFM
Syro,Acordar,Artist Male,PT,2020,2020,4083309,12-7-2021,12:13,12,Playlist,1,RFM
The Killers,Human,Band,EN,2008,2000,150184565,12-7-2021,12:16,12,Playlist,1,RFM
Calema,Te amo,Artist Male,PT,2020,2020,36740404,12-7-2021,12:20,12,Playlist,1,RFM
4 Non Blondes,What's up,Band,EN,1993,1990,,12-7-2021,12:24,12,Playlist,1,RFM
Vanessa da Mata ft. Ben Harper,"Boa sorte, good luck",Colab,PT,2007,2000,20157422,12-7-2021,12:28,12,Playlist,1,RFM
Shawn Mendes,In my blood,Artist Male,EN,2018,2010,,12-7-2021,12:32,12,Playlist,1,RFM
"Justin Bieber ft. Daniel Caesar, Giveon",Peaches,Colab,EN,2021,2020,,12-7-2021,12:40,12,Playlist,1,RFM
